"","namn","stad","citizen","religious","experience","sweden","poland","iraq","somalia","woman","skilledjob","invited","city1","city2","city3","city4","city5","city6","city7","immigrant","time"
"446","Ahmed Amari","Stockholm",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.109269447961951
"447","Khalid Zakaria","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.107405590419205
"448","Antoni Kowalski","Stockholm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.105635407353707
"449","Zainab Hadad","Stockholm",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.103952009982561
"450","Ali Hadad","Stockholm",0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.102349168825637
"451","Fatima Mohammed","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.100821236674053
"452","Ali Hadad","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0707494884033018
"453","Abdi Mohammed","Stockholm",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0693907722522608
"454","Emma Lindberg","Stockholm",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0250569241992035
"455","Abdi Mohammed","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0244457797022701
"456","Zainab Hadad","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0238637373242027
"457","Mateusz Nowak","Stockholm",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0233087666846177
"458","Maria Nowak","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.022779021983166
"459","Maria Nowak","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0222728214942469
"460","Fatima Mohammed","Stockholm",0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.0217886297186851
"461","Abdi Mohammed","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0213250418484437
"462","Emma Lindberg","Stockholm",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0208807701394417
"463","Mateusz Nowak","Stockholm",1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0409092639222677
"464","Filip Lindberg","Stockholm",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0400910786405343
"465","Filip Lindberg","Stockholm",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0393049790560914
"466","Maria Nowak","Stockholm",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0385491140710202
"467","Fatima Mohammed","Stockholm",1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0567326584393576
"468","Ali Hadad","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0556820536534436
"469","Abdi Mohammed","Stockholm",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0546696526779264
"470","Ali Hadad","Stockholm",1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.0546696527897551
"471","Mateusz Nowak","Stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0546696527311765
"472","Ali Hadad","Stockholm",0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.0546696527099695
"473","Maria Nowak","Stockholm",1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.054669652700564
"474","Zainab Hadad","Stockholm",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0546696526950923
"475","Mateusz Nowak","Stockholm",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0546696526915876
"476","Fatima Mohammed","Stockholm",0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0713620934455527
"477","Maria Nowak","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0717795887464237
"478","Maria Nowak","Stockholm",0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0722683970979963
"479","Abdi Mohammed","Stockholm",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0728484963738746
"480","Mateusz Nowak","Stockholm",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0791271288763755
"481","Filip Lindberg","Stockholm",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0770982281359358
"482","Mateusz Nowak","Stockholm",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.075170772432518
"483","Zainab Hadad","Stockholm",0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0733373389585351
"484","Fatima Mohammed","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.071591211840456
"485","Zainab Hadad","Stockholm",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0699262999371712
"486","Abdi Mohammed","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0911160877967983
"487","Emma Lindberg","Stockholm",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0890912858457412
"488","Ali Hadad","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0871545187621213
"489","Zainab Hadad","Stockholm",1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0853001672990808
"490","Maria Nowak","Stockholm",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0835230804803336
"491","Filip Lindberg","Stockholm",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.102273159771773
"492","Fatima Mohammed","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.100227696576323
"493","Ali Hadad","Stockholm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0982624476238306
"494","Maria Nowak","Stockholm",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.115647342203391
"495","Fatima Mohammed","Stockholm",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.113465316878784
"496","Emma Lindberg","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11136410730694
"497","Zainab Hadad","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.127562522915196
"498","Zainab Hadad","Stockholm",1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.125284620720269
"499","Mateusz Nowak","Stockholm",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.123086644918145
"500","Fatima Mohammed","Stockholm",1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.138245098725782
"501","Abdi Mohammed","Stockholm",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.135901961459231
"502","Ali Hadad","Stockholm",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.133636928768231
"503","Abdi Mohammed","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.131446159444149
"504","Mateusz Nowak","Stockholm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.129326060098263
"505","Sarah Amari","Stockholm",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.140607139329547
"506","Ahmed Amari","Stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.137246100438891
"507","Awa Zakaria","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.134182823813604
"508","Ahmed Amari","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.151137691628775
"509","Khalid Zakaria","Stockholm",0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.147758446030094
"510","Malin Svensson","Stockholm",1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.162856626935435
"511","Khalid Zakaria","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.159290725277526
"512","Sarah Amari","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.156578116835316
"513","Antoni Kowalski","Stockholm",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.154193295285076
"514","Julia Kowalski","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.15208023202757
"515","Julia Kowalski","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.159969248731312
"516","Awa Zakaria","Stockholm",0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.157776914692569
"517","Khalid Zakaria","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.155797935606209
"518","Malin Svensson","Stockholm",1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.154002611533603
"519","Antoni Kowalski","Stockholm",1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.15236651057112
"520","Erik Svensson","Stockholm",1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.151641526531886
"521","Erik Svensson","Stockholm",1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.150967702272487
"522","Julia Kowalski","Stockholm",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.150339807079197
"523","Awa Zakaria","Stockholm",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.139256809422151
"524","Ahmed Amari","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.139804959228017
"525","Khalid Zakaria","Stockholm",1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.140387303514631
"526","Ahmed Amari","Stockholm",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.141784192449234
"527","Antoni Kowalski","Stockholm",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.143303165933056
"528","Ahmed Amari","Stockholm",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.144960960135303
"529","Julia Kowalski","Stockholm",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.14677751678
"530","Sarah Amari","Stockholm",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.141221493275521
"531","Antoni Kowalski","Stockholm",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.143032417967285
"532","Awa Zakaria","Stockholm",0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.145045862095579
"533","Julia Kowalski","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.147297810010671
"534","Julia Kowalski","Stockholm",0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0456602217830465
"535","Khalid Zakaria","Stockholm",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0456602217840403
"536","Antoni Kowalski","Stockholm",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0456602217886445
"537","Erik Svensson","Stockholm",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0456602217890704
"538","Antoni Kowalski","Stockholm",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0737813854738921
"539","Sarah Amari","Stockholm",0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0678400492253821
"540","Awa Zakaria","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0656858539242
"541","Sarah Amari","Stockholm",1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.0638165795128506
"542","Khalid Zakaria","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.062179205476442
"543","Malin Svensson","Stockholm",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0607330982887277
"544","Ahmed Amari","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0731797659839457
"545","Sarah Amari","Stockholm",1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0713096122199664
"546","Julia Kowalski","Stockholm",1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0696253458917097
"547","Erik Svensson","Stockholm",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0798831272461916
"548","Awa Zakaria","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0779635687394686
"549","Ahmed Amari","Stockholm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0762100522582717
"550","Julia Kowalski","Stockholm",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.074601926971532
"551","Awa Zakaria","Stockholm",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.073121830219397
"552","Malin Svensson","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0717550581104074
"553","Sarah Amari","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0704890753601167
"554","Sarah Amari","Stockholm",1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0781627638496595
"555","Antoni Kowalski","Stockholm",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0767636918278409
"556","Awa Zakaria","Stockholm",1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.128060627119641
"557","Khalid Zakaria","Stockholm",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.125888243249831
"558","Ahmed Amari","Stockholm",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.123893678133894
"559","Khalid Zakaria","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.122055957374146
"560","Antoni Kowalski","Stockholm",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.164465528703365
"561","Zainab Hadad","Stockholm",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.164487599094657
"562","Ali Hadad","Stockholm",0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.164511042928036
"563","Fatima Mohammed","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.164535992526724
"564","Ali Hadad","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.164210942806258
"565","Abdi Mohammed","Stockholm",0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.164227305882298
"566","Emma Lindberg","Stockholm",1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.164244831984144
"567","Abdi Mohammed","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.164263649675959
"568","Zainab Hadad","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.164283907195976
"569","Mateusz Nowak","Stockholm",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.164305776369587
"570","Maria Nowak","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.164329457495077
"571","Maria Nowak","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.164355185498171
"572","Fatima Mohammed","Stockholm",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.164383237746374
"573","Abdi Mohammed","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.164413944092573
"574","Emma Lindberg","Stockholm",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.164447699909743
"575","Mateusz Nowak","Stockholm",1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.164484983201294
"576","Filip Lindberg","Stockholm",1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.143316178524313
"577","Filip Lindberg","Stockholm",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.140562527961286
"578","Maria Nowak","Stockholm",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.144682154317147
"579","Fatima Mohammed","Stockholm",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.144791730890074
"580","Ali Hadad","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.144898817603688
"581","Abdi Mohammed","Stockholm",1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.145003498368594
"582","Ali Hadad","Stockholm",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.145105853366791
"583","Mateusz Nowak","Stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.136162728219578
"584","Ali Hadad","Stockholm",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.137231228014213
"585","Maria Nowak","Stockholm",1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.138370306922007
"586","Zainab Hadad","Stockholm",0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.139587196884795
"587","Mateusz Nowak","Stockholm",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.140890152820626
"588","Fatima Mohammed","Stockholm",0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.142288640130989
"589","Maria Nowak","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.1316222827978
"590","Maria Nowak","Stockholm",0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.128419039617068
"591","Abdi Mohammed","Stockholm",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.128996763539006
"592","Mateusz Nowak","Stockholm",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.129613878970995
"593","Filip Lindberg","Stockholm",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.126000570624579
"594","Mateusz Nowak","Stockholm",1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.126553221846787
"595","Zainab Hadad","Stockholm",0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.12714784805534
"596","Fatima Mohammed","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.12646507179239
"597","Zainab Hadad","Stockholm",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.127921312012494
"598","Abdi Mohammed","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.129560010025385
"599","Emma Lindberg","Stockholm",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.131417748874988
"600","Ali Hadad","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.134210028976313
"601","Zainab Hadad","Stockholm",1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.137192829890747
"602","Maria Nowak","Stockholm",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.140750569756795
"603","Filip Lindberg","Stockholm",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.134490971399291
"604","Fatima Mohammed","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.136292236478467
"605","Ali Hadad","Stockholm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.138206744409618
"606","Maria Nowak","Stockholm",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.140245520891458
"607","Fatima Mohammed","Stockholm",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.112894176951604
"608","Emma Lindberg","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11268450179612
"609","Zainab Hadad","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.142421070965266
"610","Zainab Hadad","Stockholm",1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.11247828483918
"611","Mateusz Nowak","Stockholm",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.112446242365668
"612","Fatima Mohammed","Stockholm",1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0953557306303468
"613","Abdi Mohammed","Stockholm",1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.0942281114821948
"614","Ali Hadad","Stockholm",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0984526129039406
"615","Abdi Mohammed","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.101800485808529
"616","Mateusz Nowak","Stockholm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.101768726117136
"617","Sarah Amari","Stockholm",1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.101737662281631
"618","Ahmed Amari","Stockholm",0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.101707271682443
"619","Awa Zakaria","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.101677532665996
"620","Ahmed Amari","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.101648424501343
"621","Khalid Zakaria","Stockholm",0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.0869337349152941
"622","Malin Svensson","Stockholm",1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0894654804175584
"623","Khalid Zakaria","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0887264539704457
"624","Sarah Amari","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0887257861574156
"625","Antoni Kowalski","Stockholm",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0887251175627064
"626","Julia Kowalski","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0935862899966973
"627","Julia Kowalski","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0940357941820831
"628","Awa Zakaria","Stockholm",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0945205142530044
"629","Khalid Zakaria","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0950447573512732
"630","Malin Svensson","Stockholm",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0956135628613232
"631","Antoni Kowalski","Stockholm",1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0962328649226113
"632","Erik Svensson","Stockholm",1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0966085297802612
"633","Erik Svensson","Stockholm",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0970231463914751
"634","Julia Kowalski","Stockholm",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0974625696754289
"635","Awa Zakaria","Stockholm",1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.151527907470742
"636","Ahmed Amari","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.148603141383211
"637","Khalid Zakaria","Stockholm",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.145885531649771
"638","Ahmed Amari","Stockholm",1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.14346837458497
"639","Antoni Kowalski","Stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.141304454202289
"640","Ahmed Amari","Stockholm",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.139355955360693
"641","Julia Kowalski","Stockholm",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.138729980665389
"642","Sarah Amari","Stockholm",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.137844293274706
"643","Antoni Kowalski","Stockholm",0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.148540466517169
"644","Awa Zakaria","Stockholm",0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.148789720480072
"645","Julia Kowalski","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.148269031764864
"646","Julia Kowalski","Stockholm",0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.153190711550038
"647","Khalid Zakaria","Stockholm",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.157657862215137
"648","Antoni Kowalski","Stockholm",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.185785940941509
"649","Erik Svensson","Stockholm",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.181564601896492
"650","Antoni Kowalski","Stockholm",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.177808123795371
"651","Sarah Amari","Stockholm",0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.122998592151693
"652","Awa Zakaria","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.125633120960407
"653","Sarah Amari","Stockholm",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.125890459128039
"654","Khalid Zakaria","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.12613933317737
"655","Malin Svensson","Stockholm",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.126380153942419
"656","Ahmed Amari","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.225941352665164
"657","Sarah Amari","Stockholm",1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.223572799642053
"658","Julia Kowalski","Stockholm",1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.221407803526712
"659","Erik Svensson","Stockholm",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219421204488321
"660","Awa Zakaria","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.217591824996578
"661","Ahmed Amari","Stockholm",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.22491330061508
"662","Julia Kowalski","Stockholm",1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.223016696117387
"663","Awa Zakaria","Stockholm",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.268407939506448
"664","Malin Svensson","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.270121204658394
"665","Sarah Amari","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.269344332152399
"666","Sarah Amari","Stockholm",1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.268613815232948
"667","Antoni Kowalski","Stockholm",1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.267925625076615
"668","Awa Zakaria","Stockholm",1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.267276186585089
